Hour,Current [A],Current Density [A/cm2],Voltage [V],Temperature [C],Anode Pressure [barg],Cathode Pressure [barg]
1013,7,1,0,90,1,1
1014,7,1,0,90,1,1
1015,7,1,0,90,1,1
1016,7,1,0,90,1,1
1017,7,1,0,90,1,1
1018,7,1,0,90,1,1
1019,0,0,0,90,1,1
1020,0,0,2.563802227,90,1,1
1021,0,0,2.564165159,90,1,1
1022,0,0,2.564167134,90,1,1
1023,0,0,2.56416911,90,1,1
1024,0,0,2.564171085,90,1,1
1025,0,0,2.56417306,90,1,1
1026,0,0,2.564175035,90,1,1
1027,0,0,2.56417701,90,1,1
1028,0,0,0,90,1,1
1029,0,0,0,90,1,1
1030,0,0,0,90,1,1
1031,0,0,0,90,1,1
1032,7,1,0,90,1,1
1033,7,1,0,90,1,1
1034,7,1,0,90,1,1
1035,7,1,0,90,1,1
1036,7,1,0,90,1,1
1037,7,1,0,90,1,1
1038,7,1,0,90,1,1
1039,7,1,0,90,1,1
1040,0,0,0,90,1,1
1041,0,0,2.564178986,90,1,1
1042,0,0,2.564180961,90,1,1
1043,0,0,2.564182936,90,1,1
1044,0,0,2.564184911,90,1,1
1045,0,0,2.564186887,90,1,1
1046,0,0,2.564188862,90,1,1
1047,0,0,2.564190837,90,1,1
1048,0,0,2.564192812,90,1,1
1049,0,0,0,90,1,1
1050,0,0,0,90,1,1
1051,0,0,0,90,1,1
1052,0,0,0,90,1,1
1053,7,1,0,90,1,1
1054,7,1,0,90,1,1
1055,7,1,0,90,1,1
1056,7,1,0,90,1,1
1057,7,1,0,90,1,1
1058,7,1,0,90,1,1
1059,7,1,0,90,1,1
1060,7,1,0,90,1,1
1061,0,0,0,90,1,1
1062,0,0,2.564194787,90,1,1
1063,0,0,2.564196763,90,1,1
1064,0,0,2.563540151,90,1,1
1065,0,0,2.56288354,90,1,1
1066,0,0,2.562226928,90,1,1
1067,0,0,2.561570317,90,1,1
1068,0,0,2.560913705,90,1,1
1069,0,0,2.560257094,90,1,1
1070,0,0,0,90,1,1
1071,0,0,0,90,1,1
1072,0,0,0,90,1,1
1073,0,0,0,90,1,1
1074,7,1,0,90,1,1
1075,7,1,0,90,1,1
1076,7,1,0,90,1,1
1077,7,1,0,90,1,1
1078,7,1,0,90,1,1
1079,7,1,0,90,1,1
1080,7,1,0,90,1,1
1081,7,1,0,90,1,1
1082,0,0,0,90,1,1
1083,0,0,2.559600482,90,1,1
1084,0,0,2.558943871,90,1,1
1085,0,0,2.55828726,90,1,1
1086,0,0,2.557630648,90,1,1
1087,0,0,2.556974037,90,1,1
1088,0,0,2.556317425,90,1,1
1089,0,0,2.555660814,90,1,1
1090,0,0,2.555004202,90,1,1
1091,0,0,0,90,1,1
1092,0,0,0,90,1,1
1093,0,0,0,90,1,1
1094,0,0,0,90,1,1
1095,7,1,0,90,1,1
1096,7,1,0,90,1,1
1097,7,1,0,90,1,1
1098,7,1,0,90,1,1
1099,7,1,0,90,1,1
1100,7,1,0,90,1,1
1101,7,1,0,90,1,1
1102,7,1,0,90,1,1
1103,0,0,0,90,1,1
1104,0,0,2.554347591,90,1,1
1105,0,0,2.553690979,90,1,1
1106,0,0,2.553034368,90,1,1
1107,0,0,2.552675106,90,1,1
1108,0,0,2.552315845,90,1,1
1109,0,0,2.551956583,90,1,1
1110,0,0,2.551597321,90,1,1
1111,0,0,2.551238059,90,1,1
1112,0,0,0,90,1,1
1113,0,0,0,90,1,1
1114,0,0,0,90,1,1
1115,0,0,0,90,1,1
1116,7,1,0,90,1,1
1117,7,1,0,90,1,1
1118,7,1,0,90,1,1
1119,7,1,0,90,1,1
1120,7,1,0,90,1,1
1121,7,1,0,90,1,1
1122,7,1,0,90,1,1
1123,7,1,0,90,1,1
1124,0,0,0,90,1,1
1125,0,0,2.550878798,90,1,1
1126,0,0,2.550519536,90,1,1
1127,0,0,2.550160274,90,1,1
1128,0,0,2.549801013,90,1,1
1129,0,0,2.549441751,90,1,1
1130,0,0,2.549082489,90,1,1
1131,0,0,2.548723228,90,1,1
1132,0,0,2.548363966,90,1,1
1133,0,0,0,90,1,1
1134,0,0,0,90,1,1
1135,0,0,0,90,1,1
1136,0,0,0,90,1,1
1137,7,1,0,90,1,1
1138,7,1,0,90,1,1
1139,7,1,0,90,1,1
1140,7,1,0,90,1,1
1141,7,1,0,90,1,1
1142,7,1,0,90,1,1
1143,7,1,0,90,1,1
1144,7,1,0,90,1,1
1145,0,0,0,90,1,1
1146,0,0,2.548004704,90,1,1
1147,0,0,2.547645443,90,1,1
1148,0,0,2.547286181,90,1,1
1149,0,0,2.546926919,90,1,1
1150,0,0,2.546567658,90,1,1
1151,0,0,2.546208396,90,1,1
1152,0,0,2.545849134,90,1,1
1153,0,0,2.545489873,90,1,1
1154,0,0,0,90,1,1
1155,0,0,0,90,1,1
1156,0,0,0,90,1,1
1157,0,0,0,90,1,1
1158,7,1,0,90,1,1
1159,7,1,0,90,1,1
1160,7,1,0,90,1,1
1161,7,1,0,90,1,1
1162,7,1,0,90,1,1
1163,7,1,0,90,1,1
1164,7,1,0,90,1,1
1165,7,1,0,90,1,1
1166,0,0,0,90,1,1
1167,0,0,2.545130611,90,1,1
1168,0,0,2.544771349,90,1,1
1169,0,0,2.544412088,90,1,1
1170,0,0,2.544052826,90,1,1
1171,0,0,2.543693564,90,1,1
1172,0,0,2.543334303,90,1,1
1173,0,0,2.542975041,90,1,1
1174,0,0,2.542615779,90,1,1
1175,0,0,0,90,1,1
1176,0,0,0,90,1,1
1177,0,0,0,90,1,1
1178,0,0,0,90,1,1
1179,7,1,0,90,1,1
1180,7,1,0,90,1,1
1181,7,1,0,90,1,1
1182,7,1,0,90,1,1
1183,7,1,0,90,1,1
1184,7,1,0,90,1,1
1185,7,1,0,90,1,1
1186,7,1,0,90,1,1
1187,0,0,0,90,1,1
1188,0,0,2.542256518,90,1,1
1189,0,0,2.541897256,90,1,1
1190,0,0,2.540966266,90,1,1
1191,0,0,2.540035277,90,1,1
1192,0,0,2.539104287,90,1,1
1193,0,0,2.538173297,90,1,1
1194,0,0,2.537242308,90,1,1
1195,0,0,2.536311318,90,1,1
1196,0,0,0,90,1,1
1197,0,0,0,90,1,1
1198,0,0,0,90,1,1
1199,0,0,0,90,1,1
1200,7,1,0,90,1,1
1201,7,1,0,90,1,1
1202,7,1,0,90,1,1
1203,7,1,0,90,1,1
1204,7,1,0,90,1,1
1205,7,1,0,90,1,1
1206,7,1,0,90,1,1
1207,7,1,0,90,1,1
1208,0,0,0,90,1,1
1209,0,0,2.535380328,90,1,1
1210,0,0,2.534449339,90,1,1
1211,0,0,2.533518349,90,1,1
1212,0,0,2.532587359,90,1,1
1213,0,0,2.53165637,90,1,1
1214,0,0,2.53072538,90,1,1
1215,0,0,2.52979439,90,1,1
1216,0,0,2.528863401,90,1,1
1217,0,0,0,90,1,1
1218,0,0,0,90,1,1
1219,0,0,0,90,1,1
1220,0,0,0,90,1,1
1221,7,1,0,90,1,1
1222,7,1,0,90,1,1
1223,7,1,0,90,1,1
1224,7,1,0,90,1,1
1225,7,1,0,90,1,1
1226,7,1,0,90,1,1
1227,7,1,0,90,1,1
1228,7,1,0,90,1,1
1229,0,0,0,90,1,1
1230,0,0,2.527932411,90,1,1
1231,0,0,2.527001421,90,1,1
1232,0,0,2.526070432,90,1,1
1233,0,0,2.525139442,90,1,1
1234,0,0,2.524208452,90,1,1
1235,0,0,2.523277463,90,1,1
1236,0,0,2.522346473,90,1,1
1237,0,0,2.521415484,90,1,1
1238,0,0,0,90,1,1
1239,0,0,0,90,1,1
1240,0,0,0,90,1,1
1241,0,0,0,90,1,1
1242,7,1,0,90,1,1
1243,7,1,0,90,1,1
1244,7,1,0,90,1,1
1245,7,1,0,90,1,1
1246,7,1,0,90,1,1
1247,7,1,0,90,1,1
1248,7,1,0,90,1,1
1249,7,1,0,90,1,1
1250,0,0,0,90,1,1
1251,0,0,2.520484494,90,1,1
1252,0,0,2.519553504,90,1,1
1253,0,0,2.5195554,90,1,1
1254,0,0,2.519557297,90,1,1
1255,0,0,2.519559193,90,1,1
1256,0,0,2.519561089,90,1,1
1257,0,0,2.519562985,90,1,1
1258,0,0,2.519564882,90,1,1
1259,0,0,0,90,1,1
1260,0,0,0,90,1,1
1261,0,0,0,90,1,1
1262,0,0,0,90,1,1
1263,7,1,0,90,1,1
1264,7,1,0,90,1,1
1265,7,1,0,90,1,1
1266,7,1,0,90,1,1
1267,7,1,0,90,1,1
1268,7,1,0,90,1,1
1269,7,1,0,90,1,1
1270,7,1,0,90,1,1
1271,0,0,0,90,1,1
1272,0,0,2.519566778,90,1,1
1273,0,0,2.519568674,90,1,1
1274,0,0,2.51957057,90,1,1
1275,0,0,2.519572466,90,1,1
1276,0,0,2.519574363,90,1,1
1277,0,0,2.519576259,90,1,1
1278,0,0,2.519578155,90,1,1
1279,0,0,2.519580051,90,1,1
1280,0,0,0,90,1,1
1281,0,0,0,90,1,1
1282,0,0,0,90,1,1
1283,0,0,0,90,1,1
1284,7,1,0,90,1,1
1285,7,1,0,90,1,1
1286,7,1,0,90,1,1
1287,7,1,0,90,1,1
1288,7,1,0,90,1,1
1289,7,1,0,90,1,1
1290,7,1,0,90,1,1
1291,7,1,0,90,1,1
1292,0,0,0,90,1,1
1293,0,0,2.519581947,90,1,1
1294,0,0,2.519583844,90,1,1
1295,0,0,2.51958574,90,1,1
1296,0,0,2.519587636,90,1,1
1297,0,0,2.519589532,90,1,1
1298,0,0,2.519591429,90,1,1
1299,0,0,2.519593325,90,1,1
1300,0,0,2.519595221,90,1,1
1301,0,0,0,90,1,1
1302,0,0,0,90,1,1
1303,0,0,0,90,1,1
1304,0,0,0,90,1,1
1305,7,1,0,90,1,1
1306,7,1,0,90,1,1
1307,7,1,0,90,1,1
1308,7,1,0,90,1,1
1309,7,1,0,90,1,1
1310,7,1,0,90,1,1
1311,7,1,0,90,1,1
1312,7,1,0,90,1,1
1313,0,0,0,90,1,1
1314,0,0,2.519597117,90,1,1
1315,0,0,2.519599013,90,1,1
1316,0,0,2.51960091,90,1,1
1317,0,0,2.519602806,90,1,1
1318,0,0,2.519604702,90,1,1
1319,0,0,2.519606598,90,1,1
1320,0,0,2.519608494,90,1,1
1321,0,0,2.519610391,90,1,1
1322,0,0,0,90,1,1
1323,0,0,0,90,1,1
1324,0,0,0,90,1,1
1325,0,0,0,90,1,1
1326,7,1,0,90,1,1
1327,7,1,0,90,1,1
1328,7,1,0,90,1,1
1329,7,1,0,90,1,1
1330,7,1,0,90,1,1
1331,7,1,0,90,1,1
1332,7,1,0,90,1,1
1333,7,1,0,90,1,1
1334,0,0,0,90,1,1
1335,0,0,2.518492887,90,1,1
1336,0,0,2.517375383,90,1,1
1337,0,0,2.51625788,90,1,1
1338,0,0,2.515140376,90,1,1
1339,0,0,2.514022873,90,1,1
1340,0,0,2.512905369,90,1,1
1341,0,0,2.511787865,90,1,1
1342,0,0,2.510670362,90,1,1
1343,0,0,0,90,1,1
1344,0,0,0,90,1,1
1345,0,0,0,90,1,1
1346,0,0,0,90,1,1
1347,7,1,0,90,1,1
1348,7,1,0,90,1,1
1349,7,1,0,90,1,1
1350,7,1,0,90,1,1
1351,7,1,0,90,1,1
1352,7,1,0,90,1,1
1353,7,1,0,90,1,1
1354,7,1,0,90,1,1
1355,0,0,0,90,1,1
1356,0,0,2.509552858,90,1,1
1357,0,0,2.508435354,90,1,1
1358,0,0,2.509754154,90,1,1
1359,0,0,2.511072955,90,1,1
1360,0,0,2.512391755,90,1,1
1361,0,0,2.513710555,90,1,1
1362,0,0,2.515029355,90,1,1
1363,0,0,2.516348155,90,1,1
1364,0,0,0,90,1,1
1365,0,0,0,90,1,1
1366,0,0,0,90,1,1
1367,0,0,0,90,1,1
1368,7,1,0,90,1,1
1369,7,1,0,90,1,1
1370,7,1,0,90,1,1
1371,7,1,0,90,1,1
1372,7,1,0,90,1,1
1373,7,1,0,90,1,1
1374,7,1,0,90,1,1
1375,7,1,0,90,1,1
1376,0,0,0,90,1,1
1377,0,0,2.517666955,90,1,1
1378,0,0,2.518985755,90,1,1
1379,0,0,2.520304555,90,1,1
1380,0,0,2.521623355,90,1,1
1381,0,0,2.522942155,90,1,1
1382,0,0,2.524260955,90,1,1
1383,0,0,2.525579755,90,1,1
1384,0,0,2.526898555,90,1,1
1385,0,0,0,90,1,1
1386,0,0,0,90,1,1
1387,0,0,0,90,1,1
1388,0,0,0,90,1,1
1389,7,1,0,90,1,1
1390,7,1,0,90,1,1
1391,7,1,0,90,1,1
1392,7,1,0,90,1,1
1393,7,1,0,90,1,1
1394,7,1,0,90,1,1
1395,7,1,0,90,1,1
1396,7,1,0,90,1,1
1397,0,0,0,90,1,1
1398,0,0,2.528217355,90,1,1
1399,0,0,2.529536155,90,1,1
1400,0,0,2.530854955,90,1,1
1401,0,0,2.530856828,90,1,1
1402,0,0,2.5308587,90,1,1
1403,0,0,2.530860573,90,1,1
1404,0,0,2.530862446,90,1,1
1405,0,0,2.530864319,90,1,1
1406,0,0,0,90,1,1
1407,0,0,0,90,1,1
1408,0,0,0,90,1,1
1409,0,0,0,90,1,1
1410,7,1,0,90,1,1
1411,7,1,0,90,1,1
1412,7,1,0,90,1,1
1413,7,1,0,90,1,1
1414,7,1,0,90,1,1
1415,7,1,0,90,1,1
1416,7,1,0,90,1,1
1417,7,1,0,90,1,1
1418,0,0,0,90,1,1
1419,0,0,2.530866192,90,1,1
1420,0,0,2.530868065,90,1,1
1421,0,0,2.530869937,90,1,1
1422,0,0,2.53087181,90,1,1
1423,0,0,2.530873683,90,1,1
1424,0,0,2.530875556,90,1,1
1425,0,0,2.530877429,90,1,1
1426,0,0,2.530879301,90,1,1
1427,0,0,0,90,1,1
1428,0,0,0,90,1,1
1429,0,0,0,90,1,1
1430,0,0,0,90,1,1
1431,7,1,0,90,1,1
1432,7,1,0,90,1,1
1433,7,1,0,90,1,1
1434,7,1,0,90,1,1
1435,7,1,0,90,1,1
1436,7,1,0,90,1,1
1437,7,1,0,90,1,1
1438,7,1,0,90,1,1
1439,0,0,0,90,1,1
1440,0,0,2.530881174,90,1,1
1441,0,0,2.530883047,90,1,1
1442,0,0,2.53088492,90,1,1
1443,0,0,2.530886793,90,1,1
1444,0,0,2.530888665,90,1,1
1445,0,0,2.530890538,90,1,1
1446,0,0,2.530892411,90,1,1
1447,0,0,2.530894284,90,1,1
1448,0,0,0,90,1,1
1449,0,0,0,90,1,1
1450,0,0,0,90,1,1
1451,0,0,0,90,1,1
1452,7,1,0,90,1,1
1453,7,1,0,90,1,1
1454,7,1,0,90,1,1
1455,7,1,0,90,1,1
1456,7,1,0,90,1,1
1457,7,1,0,90,1,1
1458,7,1,0,90,1,1
1459,7,1,0,90,1,1
1460,0,0,0,90,1,1
1461,0,0,2.530896157,90,1,1
1462,0,0,2.530898029,90,1,1
1463,0,0,2.530899902,90,1,1
1464,0,0,2.530901775,90,1,1
1465,0,0,2.530903648,90,1,1
1466,0,0,2.530905521,90,1,1
1467,0,0,2.530907327,90,1,1
1468,0,0,2.530909132,90,1,1
1469,0,0,0,90,1,1
1470,0,0,0,90,1,1
1471,0,0,0,90,1,1
1472,0,0,0,90,1,1
1473,7,1,0,90,1,1
1474,7,1,0,90,1,1
1475,7,1,0,90,1,1
1476,7,1,0,90,1,1
1477,7,1,0,90,1,1
1478,7,1,0,90,1,1
1479,7,1,0,90,1,1
1480,7,1,0,90,1,1
1481,0,0,0,90,1,1
1482,0,0,2.530910938,90,1,1
1483,0,0,2.530912744,90,1,1
1484,0,0,2.53091455,90,1,1
1485,0,0,2.530916356,90,1,1
1486,0,0,2.530918162,90,1,1
1487,0,0,2.531578492,90,1,1
1488,0,0,2.532238821,90,1,1
1489,0,0,2.532899151,90,1,1
1490,0,0,0,90,1,1
1491,0,0,0,90,1,1
1492,0,0,0,90,1,1
1493,0,0,0,90,1,1
1494,7,1,0,90,1,1
1495,7,1,0,90,1,1
1496,7,1,0,90,1,1
1497,7,1,0,90,1,1
1498,7,1,0,90,1,1
1499,7,1,0,90,1,1
1500,7,1,0,90,1,1
1501,7,1,0,90,1,1
1502,0,0,0,90,1,1
1503,0,0,2.53355948,90,1,1
1504,0,0,2.53421981,90,1,1
1505,0,0,2.534880139,90,1,1
1506,0,0,2.535540469,90,1,1
1507,0,0,2.536200798,90,1,1
1508,0,0,2.536861128,90,1,1
1509,0,0,2.537521457,90,1,1
1510,0,0,2.538181787,90,1,1
1511,0,0,0,90,1,1
1512,0,0,0,90,1,1
1513,0,0,0,90,1,1
1514,0,0,0,90,1,1
1515,7,1,0,90,1,1
1516,7,1,0,90,1,1
1517,7,1,0,90,1,1
1518,7,1,0,90,1,1
1519,7,1,0,90,1,1
1520,7,1,0,90,1,1
1521,7,1,0,90,1,1
1522,7,1,0,90,1,1
1523,0,0,0,90,1,1
1524,0,0,2.538842116,90,1,1
1525,0,0,2.539502446,90,1,1
1526,0,0,2.540162776,90,1,1
1527,0,0,2.540823105,90,1,1
1528,0,0,2.541483435,90,1,1
1529,0,0,2.542143764,90,1,1
1530,0,0,2.543462564,90,1,1
1531,0,0,2.544781364,90,1,1
1532,0,0,0,90,1,1
1533,0,0,0,90,1,1
1534,0,0,0,90,1,1
1535,0,0,0,90,1,1
1536,7,1,0,90,1,1
1537,7,1,0,90,1,1
1538,7,1,0,90,1,1
1539,7,1,0,90,1,1
1540,7,1,0,90,1,1
1541,7,1,0,90,1,1
1542,7,1,0,90,1,1
1543,7,1,0,90,1,1
1544,0,0,0,90,1,1
1545,0,0,2.546100164,90,1,1
1546,0,0,2.547418964,90,1,1
1547,0,0,2.548737764,90,1,1
1548,0,0,2.550056564,90,1,1
1549,0,0,2.551375364,90,1,1
1550,0,0,2.552694164,90,1,1
1551,0,0,2.554012964,90,1,1
1552,0,0,2.555331764,90,1,1
1553,0,0,0,90,1,1
1554,0,0,0,90,1,1
1555,0,0,0,90,1,1
1556,0,0,0,90,1,1
1557,7,1,0,90,1,1
1558,7,1,0,90,1,1
1559,7,1,0,90,1,1
1560,7,1,0,90,1,1
1561,7,1,0,90,1,1
1562,7,1,0,90,1,1
1563,7,1,0,90,1,1
1564,7,1,0,90,1,1
1565,0,0,0,90,1,1
1566,0,0,2.556650564,90,1,1
1567,0,0,2.557969364,90,1,1
1568,0,0,2.559288164,90,1,1
1569,0,0,2.560606964,90,1,1
1570,0,0,2.561925764,90,1,1
1571,0,0,2.563244565,90,1,1
1572,0,0,2.564563365,90,1,1
1573,0,0,2.565223694,90,1,1
1574,0,0,0,90,1,1
1575,0,0,0,90,1,1
1576,0,0,0,90,1,1
1577,0,0,0,90,1,1
1578,7,1,0,90,1,1
1579,7,1,0,90,1,1
1580,7,1,0,90,1,1
1581,7,1,0,90,1,1
1582,7,1,0,90,1,1
1583,7,1,0,90,1,1
1584,7,1,0,90,1,1
1585,7,1,0,90,1,1
1586,0,0,0,90,1,1
1587,0,0,2.565884024,90,1,1
1588,0,0,2.566544353,90,1,1
1589,0,0,2.567204683,90,1,1
1590,0,0,2.567865012,90,1,1
1591,0,0,2.568525342,90,1,1
1592,0,0,2.569185671,90,1,1
1593,0,0,2.569846001,90,1,1
1594,0,0,2.57050633,90,1,1
1595,0,0,0,90,1,1
1596,0,0,0,90,1,1
1597,0,0,0,90,1,1
1598,0,0,0,90,1,1
1599,7,1,0,90,1,1
1600,7,1,0,90,1,1
1601,7,1,0,90,1,1
1602,7,1,0,90,1,1
1603,7,1,0,90,1,1
1604,7,1,0,90,1,1
1605,7,1,0,90,1,1
1606,7,1,0,90,1,1
1607,0,0,0,90,1,1
1608,0,0,2.57116666,90,1,1
1609,0,0,2.571826989,90,1,1
1610,0,0,2.572487319,90,1,1
1611,0,0,2.573147648,90,1,1
1612,0,0,2.573807978,90,1,1
1613,0,0,2.574468307,90,1,1
1614,0,0,2.575128637,90,1,1
1615,0,0,2.575788967,90,1,1
1616,0,0,0,90,1,1
1617,0,0,0,90,1,1
1618,0,0,0,90,1,1
1619,0,0,0,90,1,1
1620,7,1,0,90,1,1
1621,7,1,0,90,1,1
1622,7,1,0,90,1,1
1623,7,1,0,90,1,1
1624,7,1,0,90,1,1
1625,7,1,0,90,1,1
1626,7,1,0,90,1,1
1627,7,1,0,90,1,1
1628,0,0,0,90,1,1
1629,0,0,2.575790826,90,1,1
1630,0,0,2.575792685,90,1,1
1631,0,0,2.575794544,90,1,1
1632,0,0,2.575796403,90,1,1
1633,0,0,2.575798262,90,1,1
1634,0,0,2.575800121,90,1,1
1635,0,0,2.57580198,90,1,1
1636,0,0,2.575803839,90,1,1
1637,0,0,0,90,1,1
1638,0,0,0,90,1,1
1639,0,0,0,90,1,1
1640,0,0,0,90,1,1
1641,7,1,0,90,1,1
1642,7,1,0,90,1,1
1643,7,1,0,90,1,1
1644,7,1,0,90,1,1
1645,7,1,0,90,1,1
1646,7,1,0,90,1,1
1647,7,1,0,90,1,1
1648,7,1,0,90,1,1
1649,0,0,0,90,1,1
1650,0,0,2.575805698,90,1,1
1651,0,0,2.575807557,90,1,1
1652,0,0,2.575809416,90,1,1
1653,0,0,2.575811275,90,1,1
1654,0,0,2.575813134,90,1,1
1655,0,0,2.575814993,90,1,1
1656,0,0,2.575816852,90,1,1
1657,0,0,2.575818711,90,1,1
1658,0,0,0,90,1,1
1659,0,0,0,90,1,1
1660,0,0,0,90,1,1
1661,0,0,0,90,1,1
1662,7,1,0,90,1,1
1663,7,1,0,90,1,1
1664,7,1,0,90,1,1
1665,7,1,0,90,1,1
1666,7,1,0,90,1,1
1667,7,1,0,90,1,1
1668,7,1,0,90,1,1
1669,7,1,0,90,1,1
1670,0,0,0,90,1,1
1671,0,0,2.57582057,90,1,1
1672,0,0,2.575822429,90,1,1
1673,0,0,2.575824288,90,1,1
1674,0,0,2.575826147,90,1,1
1675,0,0,2.575828006,90,1,1
1676,0,0,2.575829865,90,1,1
1677,0,0,2.575831724,90,1,1
1678,0,0,2.575833583,90,1,1
1679,0,0,0,90,1,1
1680,0,0,0,90,1,1
1681,0,0,0,90,1,1
1682,0,0,0,90,1,1
1683,7,1,0,90,1,1
1684,7,1,0,90,1,1
1685,7,1,0,90,1,1
1686,7,1,0,90,1,1
1687,7,1,0,90,1,1
1688,7,1,0,90,1,1
1689,7,1,0,90,1,1
1690,7,1,0,90,1,1
1691,0,0,0,90,1,1
1692,0,0,2.575835442,90,1,1
1693,0,0,2.575837301,90,1,1
1694,0,0,2.575839161,90,1,1
1695,0,0,2.57584102,90,1,1
1696,0,0,2.575842879,90,1,1
1697,0,0,2.575844738,90,1,1
1698,0,0,2.575846597,90,1,1
1699,0,0,2.575848456,90,1,1
1700,0,0,0,90,1,1
1701,0,0,0,90,1,1
1702,0,0,0,90,1,1
1703,0,0,0,90,1,1
1704,7,1,0,90,1,1
1705,7,1,0,90,1,1
1706,7,1,0,90,1,1
1707,7,1,0,90,1,1
1708,7,1,0,90,1,1
1709,7,1,0,90,1,1
1710,7,1,0,90,1,1
1711,7,1,0,90,1,1
1712,0,0,0,90,1,1
1713,0,0,2.575850315,90,1,1
1714,0,0,2.575852174,90,1,1
1715,0,0,2.57697347,90,1,1
1716,0,0,2.578094766,90,1,1
1717,0,0,2.579216062,90,1,1
1718,0,0,2.580337358,90,1,1
1719,0,0,2.581458654,90,1,1
1720,0,0,2.58257995,90,1,1
1721,0,0,0,90,1,1
1722,0,0,0,90,1,1
1723,0,0,0,90,1,1
1724,0,0,0,90,1,1
1725,7,1,0,90,1,1
1726,7,1,0,90,1,1
1727,7,1,0,90,1,1
1728,7,1,0,90,1,1
1729,7,1,0,90,1,1
1730,7,1,0,90,1,1
1731,7,1,0,90,1,1
1732,7,1,0,90,1,1
1733,0,0,0,90,1,1
1734,0,0,2.583701246,90,1,1
1735,0,0,2.584822542,90,1,1
1736,0,0,2.585943838,90,1,1
1737,0,0,2.587065134,90,1,1
1738,0,0,2.58818643,90,1,1
1739,0,0,2.589307726,90,1,1
1740,0,0,2.590429023,90,1,1
1741,0,0,2.591550319,90,1,1
1742,0,0,0,90,1,1
1743,0,0,0,90,1,1
1744,0,0,0,90,1,1
1745,0,0,0,90,1,1
1746,7,1,0,90,1,1
1747,7,1,0,90,1,1
1748,7,1,0,90,1,1
1749,7,1,0,90,1,1
1750,7,1,0,90,1,1
1751,7,1,0,90,1,1
1752,7,1,0,90,1,1
1753,7,1,0,90,1,1
1754,0,0,0,90,1,1
1755,0,0,2.592671615,90,1,1
1756,0,0,2.593792911,90,1,1
1757,0,0,2.594914207,90,1,1
1758,0,0,2.596035503,90,1,1
1759,0,0,2.597156799,90,1,1
1760,0,0,2.598278095,90,1,1
1761,0,0,2.594548869,90,1,1
1762,0,0,2.590819643,90,1,1
1763,0,0,0,90,1,1
1764,0,0,0,90,1,1
1765,0,0,0,90,1,1
1766,0,0,0,90,1,1
1767,7,1,0,90,1,1
1768,7,1,0,90,1,1
1769,7,1,0,90,1,1
1770,7,1,0,90,1,1
1771,7,1,0,90,1,1
1772,7,1,0,90,1,1
1773,7,1,0,90,1,1
1774,7,1,0,90,1,1
1775,0,0,0,90,1,1
1776,0,0,2.587090417,90,1,1
1777,0,0,2.587891794,90,1,1
1778,0,0,2.588693172,90,1,1
1779,0,0,2.589494549,90,1,1
1780,0,0,2.590295926,90,1,1
1781,0,0,2.591097303,90,1,1
1782,0,0,2.591898681,90,1,1
1783,0,0,2.592700058,90,1,1
1784,0,0,0,90,1,1
1785,0,0,0,90,1,1
1786,0,0,0,90,1,1
1787,0,0,0,90,1,1
1788,7,1,0,90,1,1
1789,7,1,0,90,1,1
1790,7,1,0,90,1,1
1791,7,1,0,90,1,1
1792,7,1,0,90,1,1
1793,7,1,0,90,1,1
1794,7,1,0,90,1,1
1795,7,1,0,90,1,1
1796,0,0,0,90,1,1
1797,0,0,2.593501435,90,1,1
1798,0,0,2.594302812,90,1,1
1799,0,0,2.59510419,90,1,1
1800,0,0,2.595905567,90,1,1
1801,0,0,2.596706944,90,1,1
1802,0,0,2.597508321,90,1,1
1803,0,0,2.598309699,90,1,1
1804,0,0,2.598311558,90,1,1
1805,0,0,0,90,1,1
1806,0,0,0,90,1,1
1807,0,0,0,90,1,1
1808,0,0,0,90,1,1
1809,7,1,0,90,1,1
1810,7,1,0,90,1,1
1811,7,1,0,90,1,1
1812,7,1,0,90,1,1
1813,7,1,0,90,1,1
1814,7,1,0,90,1,1
1815,7,1,0,90,1,1
1816,7,1,0,90,1,1
1817,0,0,0,90,1,1
1818,0,0,2.598313417,90,1,1
1819,0,0,2.598315276,90,1,1
1820,0,0,2.598317135,90,1,1
1821,0,0,2.598318994,90,1,1
1822,0,0,2.598320853,90,1,1
1823,0,0,2.598322712,90,1,1
1824,0,0,2.598324571,90,1,1
1825,0,0,2.59832643,90,1,1
1826,0,0,0,90,1,1
1827,0,0,0,90,1,1
1828,0,0,0,90,1,1
1829,0,0,0,90,1,1
1830,7,1,0,90,1,1
1831,7,1,0,90,1,1
1832,7,1,0,90,1,1
1833,7,1,0,90,1,1
1834,7,1,0,90,1,1
1835,7,1,0,90,1,1
1836,7,1,0,90,1,1
1837,7,1,0,90,1,1
1838,0,0,0,90,1,1
1839,0,0,2.598328289,90,1,1
1840,0,0,2.598330148,90,1,1
1841,0,0,2.598332007,90,1,1
1842,0,0,2.598333866,90,1,1
1843,0,0,2.598335725,90,1,1
1844,0,0,2.598337584,90,1,1
1845,0,0,2.598339443,90,1,1
1846,0,0,2.598341302,90,1,1
1847,0,0,0,90,1,1
1848,0,0,0,90,1,1
1849,0,0,0,90,1,1
1850,0,0,0,90,1,1
1851,7,1,0,90,1,1
1852,7,1,0,90,1,1
1853,7,1,0,90,1,1
1854,7,1,0,90,1,1
1855,7,1,0,90,1,1
1856,7,1,0,90,1,1
