Hour,Current [A],Current Density [A/cm2],Voltage [V],Temperature [C],Anode Pressure [barg],Cathode Pressure [barg]
8017,0,0,2.613259321,90,1,1
8018,0,0,2.614578121,90,1,1
8019,0,0,2.615896921,90,1,1
8020,0,0,2.617215721,90,1,1
8021,0,0,0,90,1,1
8022,0,0,0,90,1,1
8023,0,0,0,90,1,1
8024,0,0,0,90,1,1
8025,7,1,0,90,1,1
8026,7,1,0,90,1,1
8027,7,1,0,90,1,1
8028,7,1,0,90,1,1
8029,7,1,0,90,1,1
8030,7,1,0,90,1,1
8031,7,1,0,90,1,1
8032,7,1,0,90,1,1
8033,0,0,0,90,1,1
8034,0,0,2.618534521,90,1,1
8035,0,0,2.619853321,90,1,1
8036,0,0,2.621172121,90,1,1
8037,0,0,2.622490921,90,1,1
8038,0,0,2.623809721,90,1,1
8039,0,0,2.625128521,90,1,1
8040,0,0,2.626249817,90,1,1
8041,0,0,2.627371113,90,1,1
8042,0,0,0,90,1,1
8043,0,0,0,90,1,1
8044,0,0,0,90,1,1
8045,0,0,0,90,1,1
8046,7,1,0,90,1,1
8047,7,1,0,90,1,1
8048,7,1,0,90,1,1
8049,7,1,0,90,1,1
8050,7,1,0,90,1,1
8051,7,1,0,90,1,1
8052,7,1,0,90,1,1
8053,7,1,0,90,1,1
8054,0,0,0,90,1,1
8055,0,0,2.62849241,90,1,1
8056,0,0,2.629613706,90,1,1
8057,0,0,2.630735002,90,1,1
8058,0,0,2.631856298,90,1,1
8059,0,0,2.632977594,90,1,1
8060,0,0,2.63409889,90,1,1
8061,0,0,2.635220186,90,1,1
8062,0,0,2.636341482,90,1,1
8063,0,0,0,90,1,1
8064,0,0,0,90,1,1
8065,0,0,0,90,1,1
8066,0,0,0,90,1,1
8067,7,1,0,90,1,1
8068,7,1,0,90,1,1
8069,7,1,0,90,1,1
8070,7,1,0,90,1,1
8071,7,1,0,90,1,1
8072,7,1,0,90,1,1
8073,7,1,0,90,1,1
8074,7,1,0,90,1,1
8075,0,0,0,90,1,1
8076,0,0,2.637142859,90,1,1
8077,0,0,2.637944236,90,1,1
8078,0,0,2.638745614,90,1,1
8079,0,0,2.639546991,90,1,1
8080,0,0,2.640348368,90,1,1
8081,0,0,2.641149745,90,1,1
8082,0,0,2.641951123,90,1,1
8083,0,0,2.6427525,90,1,1
8084,0,0,0,90,1,1
8085,0,0,0,90,1,1
8086,0,0,0,90,1,1
8087,0,0,0,90,1,1
8088,7,1,0,90,1,1
8089,7,1,0,90,1,1
8090,7,1,0,90,1,1
8091,7,1,0,90,1,1
8092,7,1,0,90,1,1
8093,7,1,0,90,1,1
8094,7,1,0,90,1,1
8095,7,1,0,90,1,1
8096,0,0,0,90,1,1
8097,0,0,2.643553877,90,1,1
8098,0,0,2.644355254,90,1,1
8099,0,0,2.645156632,90,1,1
8100,0,0,2.645958009,90,1,1
8101,0,0,2.646759386,90,1,1
8102,0,0,2.647560763,90,1,1
8103,0,0,2.647562636,90,1,1
8104,0,0,2.647564509,90,1,1
8105,0,0,0,90,1,1
8106,0,0,0,90,1,1
8107,0,0,0,90,1,1
8108,0,0,0,90,1,1
8109,7,1,0,90,1,1
8110,7,1,0,90,1,1
8111,7,1,0,90,1,1
8112,7,1,0,90,1,1
8113,7,1,0,90,1,1
8114,7,1,0,90,1,1
8115,7,1,0,90,1,1
8116,7,1,0,90,1,1
8117,0,0,0,90,1,1
8118,0,0,2.647566382,90,1,1
8119,0,0,2.647568254,90,1,1
8120,0,0,2.647570127,90,1,1
8121,0,0,2.647572,90,1,1
8122,0,0,2.647573873,90,1,1
8123,0,0,2.647575746,90,1,1
8124,0,0,2.647577618,90,1,1
8125,0,0,2.647579491,90,1,1
8126,0,0,0,90,1,1
8127,0,0,0,90,1,1
8128,0,0,0,90,1,1
8129,0,0,0,90,1,1
8130,7,1,0,90,1,1
8131,7,1,0,90,1,1
8132,7,1,0,90,1,1
8133,7,1,0,90,1,1
8134,7,1,0,90,1,1
8135,7,1,0,90,1,1
8136,7,1,0,90,1,1
8137,7,1,0,90,1,1
8138,0,0,0,90,1,1
8139,0,0,2.647581364,90,1,1
8140,0,0,2.647583237,90,1,1
8141,0,0,2.64758511,90,1,1
8142,0,0,2.647586982,90,1,1
8143,0,0,2.647588855,90,1,1
8144,0,0,2.647590728,90,1,1
8145,0,0,2.647592601,90,1,1
8146,0,0,2.647594474,90,1,1
8147,0,0,0,90,1,1
8148,0,0,0,90,1,1
8149,0,0,0,90,1,1
8150,0,0,0,90,1,1
8151,7,1,0,90,1,1
8152,7,1,0,90,1,1
8153,7,1,0,90,1,1
8154,7,1,0,90,1,1
8155,7,1,0,90,1,1
8156,7,1,0,90,1,1
8157,7,1,0,90,1,1
8158,7,1,0,90,1,1
8159,0,0,0,90,1,1
8160,0,0,2.647596347,90,1,1
8161,0,0,2.647598219,90,1,1
8162,0,0,2.647600092,90,1,1
8163,0,0,2.647601965,90,1,1
8164,0,0,2.647603838,90,1,1
8165,0,0,2.647605711,90,1,1
8166,0,0,2.647607583,90,1,1
8167,0,0,2.647609456,90,1,1
8168,0,0,0,90,1,1
8169,0,0,0,90,1,1
8170,0,0,0,90,1,1
8171,0,0,0,90,1,1
8172,7,1,0,90,1,1
8173,7,1,0,90,1,1
8174,7,1,0,90,1,1
8175,7,1,0,90,1,1
8176,7,1,0,90,1,1
8177,7,1,0,90,1,1
8178,7,1,0,90,1,1
8179,7,1,0,90,1,1
8180,0,0,0,90,1,1
8181,0,0,2.647611329,90,1,1
8182,0,0,2.647613188,90,1,1
8183,0,0,2.647615047,90,1,1
8184,0,0,2.647616906,90,1,1
8185,0,0,2.647618765,90,1,1
8186,0,0,2.647620624,90,1,1
8187,0,0,2.647622483,90,1,1
8188,0,0,2.647624342,90,1,1
8189,0,0,0,90,1,1
8190,0,0,0,90,1,1
8191,0,0,0,90,1,1
8192,0,0,0,90,1,1
8193,7,1,0,90,1,1
8194,7,1,0,90,1,1
8195,7,1,0,90,1,1
8196,7,1,0,90,1,1
8197,7,1,0,90,1,1
8198,7,1,0,90,1,1
8199,7,1,0,90,1,1
8200,7,1,0,90,1,1
8201,0,0,0,90,1,1
8202,0,0,2.647626201,90,1,1
8203,0,0,2.64762806,90,1,1
8204,0,0,2.647629919,90,1,1
8205,0,0,2.647631778,90,1,1
8206,0,0,2.647633637,90,1,1
8207,0,0,2.647635496,90,1,1
8208,0,0,2.647637355,90,1,1
8209,0,0,2.647639215,90,1,1
8210,0,0,0,90,1,1
8211,0,0,0,90,1,1
8212,0,0,0,90,1,1
8213,0,0,0,90,1,1
8214,7,1,0,90,1,1
8215,7,1,0,90,1,1
8216,7,1,0,90,1,1
8217,7,1,0,90,1,1
8218,7,1,0,90,1,1
8219,7,1,0,90,1,1
8220,7,1,0,90,1,1
8221,7,1,0,90,1,1
8222,0,0,0,90,1,1
8223,0,0,2.647641074,90,1,1
8224,0,0,2.647642933,90,1,1
8225,0,0,2.648131552,90,1,1
8226,0,0,2.648620171,90,1,1
8227,0,0,2.64910879,90,1,1
8228,0,0,2.64959741,90,1,1
8229,0,0,2.650086029,90,1,1
8230,0,0,2.650574648,90,1,1
8231,0,0,0,90,1,1
8232,0,0,0,90,1,1
8233,0,0,0,90,1,1
8234,0,0,0,90,1,1
8235,7,1,0,90,1,1
8236,7,1,0,90,1,1
8237,7,1,0,90,1,1
8238,7,1,0,90,1,1
8239,7,1,0,90,1,1
8240,7,1,0,90,1,1
8241,7,1,0,90,1,1
8242,7,1,0,90,1,1
8243,0,0,0,90,1,1
8244,0,0,2.651063268,90,1,1
8245,0,0,2.651551887,90,1,1
8246,0,0,2.652040506,90,1,1
8247,0,0,2.652529125,90,1,1
8248,0,0,2.653017745,90,1,1
8249,0,0,2.653506364,90,1,1
8250,0,0,2.653994983,90,1,1
8251,0,0,2.654483603,90,1,1
8252,0,0,0,90,1,1
8253,0,0,0,90,1,1
8254,0,0,0,90,1,1
8255,0,0,0,90,1,1
8256,7,1,0,90,1,1
8257,7,1,0,90,1,1
8258,7,1,0,90,1,1
8259,7,1,0,90,1,1
8260,7,1,0,90,1,1
8261,7,1,0,90,1,1
8262,7,1,0,90,1,1
8263,7,1,0,90,1,1
8264,0,0,0,90,1,1
8265,0,0,2.654972222,90,1,1
8266,0,0,2.655460841,90,1,1
8267,0,0,2.65594946,90,1,1
8268,0,0,2.65643808,90,1,1
8269,0,0,2.656926699,90,1,1
8270,0,0,2.657415318,90,1,1
8271,0,0,2.657903937,90,1,1
8272,0,0,2.658392557,90,1,1
8273,0,0,0,90,1,1
8274,0,0,0,90,1,1
8275,0,0,0,90,1,1
8276,0,0,0,90,1,1
8277,7,1,0,90,1,1
8278,7,1,0,90,1,1
8279,7,1,0,90,1,1
8280,7,1,0,90,1,1
8281,7,1,0,90,1,1
8282,7,1,0,90,1,1
8283,7,1,0,90,1,1
8284,7,1,0,90,1,1
8285,0,0,0,90,1,1
8286,0,0,2.658881176,90,1,1
8287,0,0,2.659541506,90,1,1
8288,0,0,2.660201835,90,1,1
8289,0,0,2.660862165,90,1,1
8290,0,0,2.661522494,90,1,1
8291,0,0,2.662182824,90,1,1
8292,0,0,2.662843153,90,1,1
8293,0,0,2.663503483,90,1,1
8294,0,0,0,90,1,1
8295,0,0,0,90,1,1
8296,0,0,0,90,1,1
8297,0,0,0,90,1,1
8298,7,1,0,90,1,1
8299,7,1,0,90,1,1
8300,7,1,0,90,1,1
8301,7,1,0,90,1,1
8302,7,1,0,90,1,1
8303,7,1,0,90,1,1
8304,7,1,0,90,1,1
8305,7,1,0,90,1,1
8306,0,0,0,90,1,1
8307,0,0,2.664163812,90,1,1
8308,0,0,2.664824142,90,1,1
8309,0,0,2.665484471,90,1,1
8310,0,0,2.666144801,90,1,1
8311,0,0,2.66680513,90,1,1
8312,0,0,2.66746546,90,1,1
8313,0,0,2.668125789,90,1,1
8314,0,0,2.668786119,90,1,1
8315,0,0,0,90,1,1
8316,0,0,0,90,1,1
8317,0,0,0,90,1,1
8318,0,0,0,90,1,1
8319,7,1,0,90,1,1
8320,7,1,0,90,1,1
8321,7,1,0,90,1,1
8322,7,1,0,90,1,1
8323,7,1,0,90,1,1
8324,7,1,0,90,1,1
8325,7,1,0,90,1,1
8326,7,1,0,90,1,1
8327,0,0,0,90,1,1
8328,0,0,2.669446449,90,1,1
8329,0,0,2.670106778,90,1,1
8330,0,0,2.669575536,90,1,1
8331,0,0,2.669044295,90,1,1
8332,0,0,2.668513053,90,1,1
8333,0,0,2.667981812,90,1,1
8334,0,0,2.66745057,90,1,1
8335,0,0,2.666919328,90,1,1
8336,0,0,0,90,1,1
8337,0,0,0,90,1,1
8338,0,0,0,90,1,1
8339,0,0,0,90,1,1
8340,7,1,0,90,1,1
8341,7,1,0,90,1,1
8342,7,1,0,90,1,1
8343,7,1,0,90,1,1
8344,7,1,0,90,1,1
8345,7,1,0,90,1,1
8346,7,1,0,90,1,1
8347,7,1,0,90,1,1
8348,0,0,0,90,1,1
8349,0,0,2.666388087,90,1,1
8350,0,0,2.665856845,90,1,1
8351,0,0,2.665325603,90,1,1
8352,0,0,2.664794362,90,1,1
8353,0,0,2.66426312,90,1,1
8354,0,0,2.663731879,90,1,1
8355,0,0,2.663200637,90,1,1
8356,0,0,2.662669395,90,1,1
8357,0,0,0,90,1,1
8358,0,0,0,90,1,1
8359,0,0,0,90,1,1
8360,0,0,0,90,1,1
8361,7,1,0,90,1,1
8362,7,1,0,90,1,1
8363,7,1,0,90,1,1
8364,7,1,0,90,1,1
8365,7,1,0,90,1,1
8366,7,1,0,90,1,1
8367,7,1,0,90,1,1
8368,7,1,0,90,1,1
8369,0,0,0,90,1,1
8370,0,0,2.662138154,90,1,1
8371,0,0,2.661606912,90,1,1
8372,0,0,2.66107567,90,1,1
8373,0,0,2.660544429,90,1,1
8374,0,0,2.660013187,90,1,1
8375,0,0,2.659481946,90,1,1
8376,0,0,2.658950704,90,1,1
8377,0,0,2.6589526,90,1,1
8378,0,0,0,90,1,1
8379,0,0,0,90,1,1
8380,0,0,0,90,1,1
8381,0,0,0,90,1,1
8382,7,1,0,90,1,1
8383,7,1,0,90,1,1
8384,7,1,0,90,1,1
8385,7,1,0,90,1,1
8386,7,1,0,90,1,1
8387,7,1,0,90,1,1
8388,7,1,0,90,1,1
8389,7,1,0,90,1,1
8390,0,0,0,90,1,1
8391,0,0,2.658954496,90,1,1
8392,0,0,2.658956393,90,1,1
8393,0,0,2.658958289,90,1,1
8394,0,0,2.658960185,90,1,1
8395,0,0,2.658962081,90,1,1
8396,0,0,2.658963978,90,1,1
8397,0,0,2.658965874,90,1,1
8398,0,0,2.65896777,90,1,1
8399,0,0,0,90,1,1
8400,0,0,0,90,1,1
8401,0,0,0,90,1,1
8402,0,0,0,90,1,1
8403,7,1,0,90,1,1
8404,7,1,0,90,1,1
8405,7,1,0,90,1,1
8406,7,1,0,90,1,1
8407,7,1,0,90,1,1
8408,7,1,0,90,1,1
8409,7,1,0,90,1,1
8410,7,1,0,90,1,1
8411,0,0,0,90,1,1
8412,0,0,2.658969666,90,1,1
8413,0,0,2.658971525,90,1,1
8414,0,0,2.658973384,90,1,1
8415,0,0,2.658975243,90,1,1
8416,0,0,2.658977102,90,1,1
8417,0,0,2.658978961,90,1,1
8418,0,0,2.65898082,90,1,1
8419,0,0,2.658982679,90,1,1
8420,0,0,0,90,1,1
8421,0,0,0,90,1,1
8422,0,0,0,90,1,1
8423,0,0,0,90,1,1
8424,7,1,0,90,1,1
8425,7,1,0,90,1,1
8426,7,1,0,90,1,1
8427,7,1,0,90,1,1
8428,7,1,0,90,1,1
8429,7,1,0,90,1,1
8430,7,1,0,90,1,1
8431,7,1,0,90,1,1
8432,0,0,0,90,1,1
8433,0,0,2.658984538,90,1,1
8434,0,0,2.658986397,90,1,1
8435,0,0,2.658988257,90,1,1
8436,0,0,2.658990116,90,1,1
8437,0,0,2.658991975,90,1,1
8438,0,0,2.658993834,90,1,1
8439,0,0,2.658995693,90,1,1
8440,0,0,2.658997552,90,1,1
8441,0,0,0,90,1,1
8442,0,0,0,90,1,1
8443,0,0,0,90,1,1
8444,0,0,0,90,1,1
8445,7,1,0,90,1,1
8446,7,1,0,90,1,1
8447,7,1,0,90,1,1
8448,7,1,0,90,1,1
8449,7,1,0,90,1,1
8450,7,1,0,90,1,1
8451,7,1,0,90,1,1
8452,7,1,0,90,1,1
8453,0,0,0,90,1,1
8454,0,0,2.658999411,90,1,1
8455,0,0,2.65900127,90,1,1
8456,0,0,2.659003193,90,1,1
8457,0,0,2.659005117,90,1,1
8458,0,0,2.659007041,90,1,1
8459,0,0,2.659008965,90,1,1
8460,0,0,2.659010888,90,1,1
8461,0,0,2.659012812,90,1,1
8462,0,0,0,90,1,1
8463,0,0,0,90,1,1
8464,0,0,0,90,1,1
8465,0,0,0,90,1,1
8466,7,1,0,90,1,1
8467,7,1,0,90,1,1
8468,7,1,0,90,1,1
8469,7,1,0,90,1,1
8470,7,1,0,90,1,1
8471,7,1,0,90,1,1
8472,7,1,0,90,1,1
8473,7,1,0,90,1,1
8474,0,0,0,90,1,1
8475,0,0,2.659014736,90,1,1
8476,0,0,2.659016659,90,1,1
8477,0,0,2.659018583,90,1,1
8478,0,0,2.659020507,90,1,1
8479,0,0,2.65902243,90,1,1
8480,0,0,2.659024354,90,1,1
8481,0,0,2.659026278,90,1,1
8482,0,0,2.659028202,90,1,1
8483,0,0,0,90,1,1
8484,0,0,0,90,1,1
8485,0,0,0,90,1,1
8486,0,0,0,90,1,1
8487,7,1,0,90,1,1
8488,7,1,0,90,1,1
8489,7,1,0,90,1,1
8490,7,1,0,90,1,1
8491,7,1,0,90,1,1
8492,7,1,0,90,1,1
8493,7,1,0,90,1,1
8494,7,1,0,90,1,1
8495,0,0,0,90,1,1
8496,0,0,2.659030125,90,1,1
8497,0,0,2.659032049,90,1,1
8498,0,0,2.659033973,90,1,1
8499,0,0,2.659035896,90,1,1
8500,0,0,2.65903782,90,1,1
8501,0,0,2.659039744,90,1,1
8502,0,0,2.659041667,90,1,1
8503,0,0,2.659043591,90,1,1
8504,0,0,0,90,1,1
8505,0,0,0,90,1,1
8506,0,0,0,90,1,1
8507,0,0,0,90,1,1
8508,7,1,0,90,1,1
8509,7,1,0,90,1,1
8510,7,1,0,90,1,1
8511,7,1,0,90,1,1
8512,7,1,0,90,1,1
8513,7,1,0,90,1,1
8514,7,1,0,90,1,1
8515,7,1,0,90,1,1
8516,0,0,0,90,1,1
8517,0,0,2.659045515,90,1,1
8518,0,0,2.659047358,90,1,1
8519,0,0,2.659049202,90,1,1
8520,0,0,2.659051045,90,1,1
8521,0,0,2.659052889,90,1,1
8522,0,0,2.659054733,90,1,1
8523,0,0,2.659056576,90,1,1
8524,0,0,2.65905842,90,1,1
8525,0,0,0,90,1,1
8526,0,0,0,90,1,1
8527,0,0,0,90,1,1
8528,0,0,0,90,1,1
8529,7,1,0,90,1,1
8530,7,1,0,90,1,1
8531,7,1,0,90,1,1
8532,7,1,0,90,1,1
8533,7,1,0,90,1,1
8534,7,1,0,90,1,1
8535,7,1,0,90,1,1
8536,7,1,0,90,1,1
8537,0,0,0,90,1,1
8538,0,0,2.659060263,90,1,1
8539,0,0,2.659062107,90,1,1
8540,0,0,2.65906395,90,1,1
8541,0,0,2.659065794,90,1,1
8542,0,0,2.659067637,90,1,1
8543,0,0,2.659069481,90,1,1
8544,0,0,2.659071324,90,1,1
8545,0,0,2.659073168,90,1,1
8546,0,0,0,90,1,1
8547,0,0,0,90,1,1
8548,0,0,0,90,1,1
8549,0,0,0,90,1,1
8550,7,1,0,90,1,1
8551,7,1,0,90,1,1
8552,7,1,0,90,1,1
8553,7,1,0,90,1,1
8554,7,1,0,90,1,1
8555,7,1,0,90,1,1
8556,7,1,0,90,1,1
8557,7,1,0,90,1,1
8558,0,0,0,90,1,1
8559,0,0,2.659075012,90,1,1
8560,0,0,2.659076855,90,1,1
8561,0,0,2.659078699,90,1,1
8562,0,0,2.659080542,90,1,1
8563,0,0,2.659082386,90,1,1
8564,0,0,2.659084229,90,1,1
8565,0,0,2.659086073,90,1,1
8566,0,0,2.659087916,90,1,1
8567,0,0,0,90,1,1
8568,0,0,0,90,1,1
8569,0,0,0,90,1,1
8570,0,0,0,90,1,1
8571,7,1,0,90,1,1
8572,7,1,0,90,1,1
8573,7,1,0,90,1,1
8574,7,1,0,90,1,1
8575,7,1,0,90,1,1
8576,7,1,0,90,1,1
8577,7,1,0,90,1,1
8578,7,1,0,90,1,1
8579,0,0,0,90,1,1
8580,0,0,2.65908976,90,1,1
8581,0,0,2.65955802,90,1,1
8582,0,0,2.66002628,90,1,1
8583,0,0,2.66049454,90,1,1
8584,0,0,2.6609628,90,1,1
8585,0,0,2.661431061,90,1,1
8586,0,0,2.661899321,90,1,1
8587,0,0,2.662367581,90,1,1
8588,0,0,0,90,1,1
8589,0,0,0,90,1,1
8590,0,0,0,90,1,1
8591,0,0,0,90,1,1
8592,7,1,0,90,1,1
8593,7,1,0,90,1,1
8594,7,1,0,90,1,1
8595,7,1,0,90,1,1
8596,7,1,0,90,1,1
8597,7,1,0,90,1,1
8598,7,1,0,90,1,1
8599,7,1,0,90,1,1
8600,0,0,0,90,1,1
8601,0,0,2.662835841,90,1,1
8602,0,0,2.663304101,90,1,1
8603,0,0,2.663772361,90,1,1
8604,0,0,2.664240621,90,1,1
8605,0,0,2.664708882,90,1,1
8606,0,0,2.665177142,90,1,1
8607,0,0,2.665645402,90,1,1
8608,0,0,2.666113662,90,1,1
8609,0,0,0,90,1,1
8610,0,0,0,90,1,1
8611,0,0,0,90,1,1
8612,0,0,0,90,1,1
8613,7,1,0,90,1,1
8614,7,1,0,90,1,1
8615,7,1,0,90,1,1
8616,7,1,0,90,1,1
8617,7,1,0,90,1,1
8618,7,1,0,90,1,1
8619,7,1,0,90,1,1
8620,7,1,0,90,1,1
8621,0,0,0,90,1,1
8622,0,0,2.666581922,90,1,1
8623,0,0,2.667050182,90,1,1
8624,0,0,2.667518442,90,1,1
8625,0,0,2.667986703,90,1,1
8626,0,0,2.668454963,90,1,1
8627,0,0,2.668923223,90,1,1
8628,0,0,2.669391483,90,1,1
8629,0,0,2.669859743,90,1,1
8630,0,0,0,90,1,1
8631,0,0,0,90,1,1
8632,0,0,0,90,1,1
8633,0,0,0,90,1,1
8634,7,1,0,90,1,1
8635,7,1,0,90,1,1
8636,7,1,0,90,1,1
8637,7,1,0,90,1,1
8638,7,1,0,90,1,1
8639,7,1,0,90,1,1
8640,7,1,0,90,1,1
8641,7,1,0,90,1,1
8642,0,0,0,90,1,1
8643,0,0,2.670328003,90,1,1
8644,0,0,2.671449299,90,1,1
8645,0,0,2.672570595,90,1,1
8646,0,0,2.673691891,90,1,1
8647,0,0,2.674813188,90,1,1
8648,0,0,2.675934484,90,1,1
8649,0,0,2.67705578,90,1,1
8650,0,0,2.678177076,90,1,1
8651,0,0,0,90,1,1
8652,0,0,0,90,1,1
8653,0,0,0,90,1,1
8654,0,0,0,90,1,1
8655,7,1,0,90,1,1
8656,7,1,0,90,1,1
8657,7,1,0,90,1,1
8658,7,1,0,90,1,1
8659,7,1,0,90,1,1
8660,7,1,0,90,1,1
8661,7,1,0,90,1,1
8662,7,1,0,90,1,1
8663,0,0,0,90,1,1
8664,0,0,2.679298372,90,1,1
8665,0,0,2.680419668,90,1,1
8666,0,0,2.681540964,90,1,1
8667,0,0,2.68154277,90,1,1
8668,0,0,2.681544576,90,1,1
8669,0,0,2.681546382,90,1,1
8670,0,0,2.681548188,90,1,1
8671,0,0,2.681549993,90,1,1
8672,0,0,0,90,1,1
8673,0,0,0,90,1,1
8674,0,0,0,90,1,1
8675,0,0,0,90,1,1
8676,7,1,0,90,1,1
8677,7,1,0,90,1,1
8678,7,1,0,90,1,1
8679,7,1,0,90,1,1
8680,7,1,0,90,1,1
8681,7,1,0,90,1,1
8682,7,1,0,90,1,1
8683,7,1,0,90,1,1
8684,0,0,0,90,1,1
8685,0,0,2.681551799,90,1,1
8686,0,0,2.681553605,90,1,1
8687,0,0,2.681555411,90,1,1
8688,0,0,2.681557217,90,1,1
8689,0,0,2.681559023,90,1,1
8690,0,0,2.681560829,90,1,1
8691,0,0,2.681562635,90,1,1
8692,0,0,2.681564441,90,1,1
8693,0,0,0,90,1,1
8694,0,0,0,90,1,1
8695,0,0,0,90,1,1
8696,0,0,0,90,1,1
8697,7,1,0,90,1,1
8698,7,1,0,90,1,1
8699,7,1,0,90,1,1
8700,7,1,0,90,1,1
8701,7,1,0,90,1,1
8702,7,1,0,90,1,1
8703,7,1,0,90,1,1
8704,7,1,0,90,1,1
8705,0,0,0,90,1,1
8706,0,0,2.681566247,90,1,1
8707,0,0,2.683290345,90,1,1
8708,0,0,2.685014444,90,1,1
8709,0,0,2.686738542,90,1,1
8710,0,0,2.688462641,90,1,1
8711,0,0,2.690186739,90,1,1
8712,0,0,2.691910837,90,1,1
8713,0,0,2.693634936,90,1,1
8714,0,0,0,90,1,1
8715,0,0,0,90,1,1
8716,0,0,0,90,1,1
8717,0,0,0,90,1,1
8718,7,1,0,90,1,1
8719,7,1,0,90,1,1
8720,7,1,0,90,1,1
8721,7,1,0,90,1,1
8722,7,1,0,90,1,1
8723,7,1,0,90,1,1
8724,7,1,0,90,1,1
8725,7,1,0,90,1,1
8726,0,0,0,90,1,1
8727,0,0,2.695359034,90,1,1
8728,0,0,2.697083133,90,1,1
8729,0,0,2.698807231,90,1,1
8730,0,0,2.70053133,90,1,1
8731,0,0,2.702255428,90,1,1
8732,0,0,2.703979526,90,1,1
8733,0,0,2.705298327,90,1,1
8734,0,0,2.706617127,90,1,1
8735,0,0,0,90,1,1
8736,0,0,0,90,1,1
8737,0,0,0,90,1,1
8738,0,0,0,90,1,1
8739,7,1,0,90,1,1
8740,7,1,0,90,1,1
8741,7,1,0,90,1,1
8742,7,1,0,90,1,1
8743,7,1,0,90,1,1
8744,7,1,0,90,1,1
8745,7,1,0,90,1,1
8746,7,1,0,90,1,1
8747,0,0,0,90,1,1
8748,0,0,2.707935927,90,1,1
8749,0,0,2.709254727,90,1,1
8750,0,0,2.710573527,90,1,1
8751,0,0,2.711892327,90,1,1
8752,0,0,2.713211127,90,1,1
8753,0,0,2.714529927,90,1,1
8754,0,0,2.715848727,90,1,1
8755,0,0,2.717167527,90,1,1
8756,0,0,0,90,1,1
8757,0,0,0,90,1,1
8758,0,0,0,90,1,1
8759,0,0,0,90,1,1
8760,7,1,0,90,1,1
8761,7,1,0,90,1,1
8762,7,1,0,90,1,1
8763,7,1,0,90,1,1
8764,7,1,0,90,1,1
8765,7,1,0,90,1,1
8766,7,1,0,90,1,1
8767,7,1,0,90,1,1
8768,0,0,0,90,1,1
8769,0,0,2.718486327,90,1,1
8770,0,0,2.719805127,90,1,1
8771,0,0,2.721123927,90,1,1
8772,0,0,2.722442727,90,1,1
8773,0,0,2.723761527,90,1,1
8774,0,0,2.725080327,90,1,1
8775,0,0,2.726399127,90,1,1
8776,0,0,2.727520423,90,1,1
8777,0,0,0,90,1,1
8778,0,0,0,90,1,1
8779,0,0,0,90,1,1
8780,0,0,0,90,1,1
8781,7,1,0,90,1,1
8782,7,1,0,90,1,1
8783,7,1,0,90,1,1
8784,7,1,0,90,1,1
8785,7,1,0,90,1,1
8786,7,1,0,90,1,1
8787,7,1,0,90,1,1
8788,7,1,0,90,1,1
8789,0,0,0,90,1,1
8790,0,0,2.728641719,90,1,1
8791,0,0,2.729763015,90,1,1
8792,0,0,2.730884311,90,1,1
8793,0,0,2.732005607,90,1,1
8794,0,0,2.733126903,90,1,1
8795,0,0,2.734248199,90,1,1
8796,0,0,2.735369495,90,1,1
8797,0,0,2.736490791,90,1,1
8798,0,0,0,90,1,1
8799,0,0,0,90,1,1
8800,0,0,0,90,1,1
8801,0,0,0,90,1,1
8802,7,1,0,90,1,1
8803,7,1,0,90,1,1
8804,7,1,0,90,1,1
8805,7,1,0,90,1,1
8806,7,1,0,90,1,1
8807,7,1,0,90,1,1
8808,7,1,0,90,1,1
8809,7,1,0,90,1,1
8810,0,0,0,90,1,1
8811,0,0,2.737612087,90,1,1
8812,0,0,2.738733384,90,1,1
8813,0,0,2.73985468,90,1,1
8814,0,0,2.740975976,90,1,1
8815,0,0,2.742097272,90,1,1
8816,0,0,2.743218568,90,1,1
8817,0,0,2.744339864,90,1,1
8818,0,0,2.74546116,90,1,1
8819,0,0,0,90,1,1
8820,0,0,0,90,1,1
8821,0,0,0,90,1,1
8822,0,0,0,90,1,1
8823,7,1,0,90,1,1
8824,7,1,0,90,1,1
8825,7,1,0,90,1,1
8826,7,1,0,90,1,1
8827,7,1,0,90,1,1
8828,7,1,0,90,1,1
8829,7,1,0,90,1,1
8830,7,1,0,90,1,1
8831,0,0,0,90,1,1
8832,0,0,2.746582456,90,1,1
8833,0,0,2.747703752,90,1,1
8834,0,0,2.748825048,90,1,1
8835,0,0,2.749626425,90,1,1
8836,0,0,2.750427803,90,1,1
8837,0,0,2.75122918,90,1,1
8838,0,0,2.752030557,90,1,1
8839,0,0,2.752831934,90,1,1
8840,0,0,0,90,1,1
8841,0,0,0,90,1,1
8842,0,0,0,90,1,1
8843,0,0,0,90,1,1
8844,7,1,0,90,1,1
8845,7,1,0,90,1,1
8846,7,1,0,90,1,1
8847,7,1,0,90,1,1
8848,7,1,0,90,1,1
8849,7,1,0,90,1,1
8850,7,1,0,90,1,1
8851,7,1,0,90,1,1
8852,0,0,0,90,1,1
8853,0,0,2.753633311,90,1,1
8854,0,0,2.754434689,90,1,1
8855,0,0,2.755236066,90,1,1
8856,0,0,2.756037443,90,1,1
8857,0,0,2.75683882,90,1,1
8858,0,0,2.757640198,90,1,1
8859,0,0,2.758441575,90,1,1
